,Unnamed: 0,@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,prism:eIssn,prism:issueIdentifier,prism:isbn,pubmed-id,error
1159,57,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85034225672', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85034225672?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85034225672&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85034225672&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85034225672,SCOPUS_ID:85034225672,2-s2.0-85034225672,Life cycle energy and carbon footprint analysis of photovoltaic battery microgrid system in India,Das J.,Clean Technologies and Environmental Policy,1618954X,20,65-80,2018-01-01,1 January 2018,10.1007/s10098-017-1456-4,,4.0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology, Bombay', 'affiliation-city': 'Mumbai', 'affiliation-country': 'India'}]",Journal,ar,Article,,130111.0,0,False,16189558,1,,,
1160,58,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85059705093', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85059705093?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059705093&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059705093&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85059705093,SCOPUS_ID:85059705093,2-s2.0-85059705093,Large-area quantification of subaerial CO <inf>2</inf> anomalies with portable laser remote sensing and 2D tomography,Queißer M.,Leading Edge,1070485X,37,222A1-222A9,2018-01-01,2018,10.1190/tle37030222a1.1,,2.0,"[{'@_fa': 'true', 'affilname': 'University of Manchester', 'affiliation-city': 'Manchester', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,28492.0,0,False,19383789,3,,,
1161,60,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85051650825', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85051650825?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051650825&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051650825&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85051650825,SCOPUS_ID:85051650825,2-s2.0-85051650825,System-level urban air mobility transportation modeling and determination of energy-related constraints,Kohlman L.,"2018 Aviation Technology, Integration, and Operations Conference",,,,2018-01-01,2018,10.2514/6.2018-3677,,6.0,"[{'@_fa': 'true', 'affilname': 'NASA Langley Research Center', 'affiliation-city': 'Hampton', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,AIAA 2018-3677,21100873308.0,0,False,,,"[{'@_fa': 'true', '$': '9781624105562'}]",,
1162,62,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85017547169', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85017547169?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85017547169&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85017547169&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85017547169,SCOPUS_ID:85017547169,2-s2.0-85017547169,"Urban development, land sharing and land sparing: the importance of considering restoration",Collas L.,Journal of Applied Ecology,00218901,54,1865-1873,2017-12-01,December 2017,10.1111/1365-2664.12908,,11.0,"[{'@_fa': 'true', 'affilname': 'University of Cambridge', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,29547.0,1,True,13652664,6,,,
1163,64,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85031719588', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85031719588?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85031719588&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85031719588&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0961953417303173'}",https://api.elsevier.com/content/abstract/scopus_id/85031719588,SCOPUS_ID:85031719588,2-s2.0-85031719588,The potential role of waste biomass in the future urban electricity system,Jiang Y.,Biomass and Bioenergy,09619534,107,182-190,2017-12-01,December 2017,10.1016/j.biombioe.2017.10.001,S0961953417303173,9.0,"[{'@_fa': 'true', 'affilname': 'Wageningen University and Research Centre', 'affiliation-city': 'Wageningen', 'affiliation-country': 'Netherlands'}]",Journal,ar,Article,,28810.0,1,True,18732909,,,,
1164,65,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85029166095', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85029166095?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85029166095&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85029166095&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0959652617317493'}",https://api.elsevier.com/content/abstract/scopus_id/85029166095,SCOPUS_ID:85029166095,2-s2.0-85029166095,CO<inf>2</inf> emissions in Beijing: Sectoral linkages and demand drivers,Liao H.,Journal of Cleaner Production,09596526,166,395-407,2017-11-10,10 November 2017,10.1016/j.jclepro.2017.08.033,S0959652617317493,14.0,"[{'@_fa': 'true', 'affilname': 'Beijing Institute of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,19167.0,0,False,,,,,
1165,66,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85035800029', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85035800029?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85035800029&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85035800029&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85035800029,SCOPUS_ID:85035800029,2-s2.0-85035800029,Screening and evaluation of candidate trees for terrestrial carbon storage in regions with high air pollution and water stress,Saini D.,Carbon Management,17583004,8,445-456,2017-11-02,2 November 2017,10.1080/17583004.2017.1404387,,0.0,"[{'@_fa': 'true', 'affilname': 'California State University, Bakersfield', 'affiliation-city': 'Bakersfield', 'affiliation-country': 'United States'}]",Journal,ar,Article,,19700201458.0,0,False,17583012,5-6,,,
1166,68,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85033723629', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85033723629?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85033723629&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85033723629&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85033723629,SCOPUS_ID:85033723629,2-s2.0-85033723629,Organic carbon storage change in China's urban landfills from 1978-2014,Ge S.,Environmental Research Letters,17489318,12,,2017-10-12,12 October 2017,10.1088/1748-9326/aa81df,,2.0,"[{'@_fa': 'true', 'affilname': 'Peking University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,re,Review,104013,5200152632.0,1,True,17489326,10,,,
1167,69,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85015437067', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85015437067?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85015437067&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85015437067&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0048969717305326'}",https://api.elsevier.com/content/abstract/scopus_id/85015437067,SCOPUS_ID:85015437067,2-s2.0-85015437067,Accounting for urban biogenic fluxes in regional carbon budgets,Hardiman B.S.,Science of the Total Environment,00489697,592,366-372,2017-08-15,15 August 2017,10.1016/j.scitotenv.2017.03.028,S0048969717305326,18.0,"[{'@_fa': 'true', 'affilname': 'Boston University', 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Purdue University', 'affiliation-city': 'West Lafayette', 'affiliation-country': 'United States'}]",Journal,ar,Article,,25349.0,1,True,18791026,,,28324854.0,
1168,70,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85014535592', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85014535592?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85014535592&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85014535592&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85014535592,SCOPUS_ID:85014535592,2-s2.0-85014535592,Taking the pulse of forest plantations success in peri-urban environments through continuous inventory,Ferrari B.,New Forests,01694286,48,527-545,2017-07-01,1 July 2017,10.1007/s11056-017-9580-x,,3.0,"[{'@_fa': 'true', 'affilname': 'Università degli Studi della Tuscia Viterbo', 'affiliation-city': 'Viterbo', 'affiliation-country': 'Italy'}]",Journal,ar,Article,,23023.0,0,False,15735095,4,,,
1169,73,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85016570919', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85016570919?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85016570919&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85016570919&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0959652617304833'}",https://api.elsevier.com/content/abstract/scopus_id/85016570919,SCOPUS_ID:85016570919,2-s2.0-85016570919,Potential of floating production for delta and coastal cities,Dal Bo Zanon B.,Journal of Cleaner Production,09596526,151,10-20,2017-05-10,10 May 2017,10.1016/j.jclepro.2017.03.048,S0959652617304833,7.0,"[{'@_fa': 'true', 'affilname': 'DeltaSync', 'affiliation-city': 'Delft', 'affiliation-country': 'Netherlands'}]",Journal,ar,Article,,19167.0,0,False,,,,,
1170,74,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85017438769', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85017438769?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85017438769&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85017438769&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85017438769,SCOPUS_ID:85017438769,2-s2.0-85017438769,Urban forest of Mendoza (Argentina): the role of Morus alba (Moraceae) in carbon storage,Carretero E.,Carbon Management,17583004,8,237-244,2017-05-04,4 May 2017,10.1080/17583004.2017.1309206,,1.0,"[{'@_fa': 'true', 'affilname': 'Instituto Argentino de Investigaciones de Zonas Aridas', 'affiliation-city': 'Mendoza', 'affiliation-country': 'Argentina'}, {'@_fa': 'true', 'affilname': 'Universidad Nacional de San Juan', 'affiliation-city': 'San Juan', 'affiliation-country': 'Argentina'}]",Journal,ar,Article,,19700201458.0,0,False,17583012,3,,,
1171,75,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85010515913', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85010515913?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85010515913&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85010515913&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85010515913,SCOPUS_ID:85010515913,2-s2.0-85010515913,Land use controls stream ecosystem metabolism by shifting dissolved organic matter and nutrient regimes,Fuß T.,Freshwater Biology,00465070,62,582-599,2017-03-01,1 March 2017,10.1111/fwb.12887,,25.0,"[{'@_fa': 'true', 'affilname': 'Leibniz-Institute of Freshwater Ecology and Inland Fisheries', 'affiliation-city': 'Berlin', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Universitat Wien', 'affiliation-city': 'Vienna', 'affiliation-country': 'Austria'}]",Journal,ar,Article,,15112.0,0,False,13652427,3,,,
1172,76,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85012050799', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85012050799?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85012050799&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85012050799&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85012050799,SCOPUS_ID:85012050799,2-s2.0-85012050799,Nanoporous Materials for the Onboard Storage of Natural Gas,Kumar K.,Chemical Reviews,00092665,117,1796-1825,2017-02-08,8 February 2017,10.1021/acs.chemrev.6b00505,,85.0,"[{'@_fa': 'true', 'affilname': 'Queen Mary, University of London', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': ""Universitat d'Alacant"", 'affiliation-city': 'Alicante', 'affiliation-country': 'Spain'}, {'@_fa': 'true', 'affilname': 'Demokritos National Centre for Scientific Research', 'affiliation-city': 'Athens', 'affiliation-country': 'Greece'}]",Journal,re,Review,,23340.0,0,False,15206890,3,,28094515.0,
1173,77,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84982256689', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84982256689?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84982256689&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84982256689&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84982256689,SCOPUS_ID:84982256689,2-s2.0-84982256689,Modeling above-ground carbon storage: a remote sensing approach to derive individual tree species information in urban settings,Tigges J.,Urban Ecosystems,10838155,20,97-111,2017-02-01,1 February 2017,10.1007/s11252-016-0585-6,,12.0,"[{'@_fa': 'true', 'affilname': 'Humboldt-Universität zu Berlin', 'affiliation-city': 'Berlin', 'affiliation-country': 'Germany'}]",Journal,ar,Article,,145570.0,0,False,15731642,1,,,
1174,79,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85021808612', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85021808612?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85021808612&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85021808612&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85021808612,SCOPUS_ID:85021808612,2-s2.0-85021808612,A review of urban carbon metabolism,Xia L.L.,Shengtai Xuebao/ Acta Ecologica Sinica,10000933,37,4268-4277,2017-01-01,2017,10.5846/stxb201606151160,,0.0,"[{'@_fa': 'true', 'affilname': 'Beijing Normal University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Jinan University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",Journal,re,Review,,130109.0,0,False,18722032,12,,,
1175,81,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85020765900', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85020765900?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85020765900&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85020765900&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1877705817318416'}",https://api.elsevier.com/content/abstract/scopus_id/85020765900,SCOPUS_ID:85020765900,2-s2.0-85020765900,Greening Rail Infrastructure for Carbon Benefits,Blair J.,Procedia Engineering,,180,1716-1724,2017-01-01,2017,10.1016/j.proeng.2017.04.334,S1877705817318416,2.0,"[{'@_fa': 'true', 'affilname': 'University of New South Wales (UNSW) Australia', 'affiliation-city': 'Sydney', 'affiliation-country': 'Australia'}]",Conference Proceeding,cp,Conference Paper,,18700156717.0,1,True,18777058,,,,
